fact_checker,date,location,label,title,explanation,claim_originated_by,url_checker
Rappler,2020/04/05 ,Philippines,false,An arrest by the Federal Bureau of Investigation (FBI) of a professor who had ties to China is connected to the coronavirus pandemic.,"The charges against the professor linked to the university in Wuhan, China had nothing to do with the coronavirus pandemic.",Several Facebook pages and accounts,https://www.rappler.com/newsbreak/fact-check/257579-fbi-arrest-china-backed-professor-linked-coronavirus
Factly,2020/04/05 ,India,false,Photo of a family which committed suicide due to hunger during the lockdown.,"It is an old photo. The same photo can be found in an article published by 'Sakshi' in June 2019. The lady killed her children and committed suicide due to problems with her husband. So, it is neither related to lockdown nor hunger.",Social Media,https://factly.in/telugu-old-and-unrelated-photo-falsely-shared-as-family-committed-suicide-due-to-hunger-during-the-lockdown/
Rappler,2020/04/05 ,Philippines,false,"Kabataan Representative, in the Philippines Sarah Elago tested positive for coronavirus.","Elago denied that she tested positive for the virus, saying she did not experience any symptoms after self-quarantine and thus had no reason to get tested.",Several Facebook pages and accounts,https://www.rappler.com/newsbreak/fact-check/257220-sarah-elago-tests-positive-coronavirus
Colombiacheck,2020/04/05 ,Colombia,false,The government of Columbia has a bill “ready” to close down the whole country in eight days,"All relevant authorities deny this is true. In fact, the government is thinking about how to gradually reopen the country.",WhatsApp audio,https://colombiacheck.com/chequeos/es-falso-que-el-gobierno-tenga-listo-un-decreto-para-declarar-el-confinamiento-total-como
Newtral.es,2020/04/05 ,Spain,false,Government and media hides death and coffins in a parking lot in Spain.,The images were shown on national TV and discussed in the media.,"Twitter, VOX",https://www.newtral.es/nos-preguntais-por-las-imagenes-de-los-ataudes-en-un-parking/20200403/
PolitiFact,2020/04/05 ,United States,pants on fire!,"Claim that televangelist Pat Robertson said some young people “are doing all kinds of unnatural things with their sex organs. When people do that, they transfer all kinds of chemicals from ladies’ private parts and that’s where I think the (corona)virus came from.”",The quote mentioned in a viral tweet is from a satire website.,Tweets,https://www.politifact.com/factchecks/2020/apr/13/tweets/no-pat-robertson-didnt-say-covid-19-caused-oral-se/
Washington Post Fact-Checker,2020/04/05 ,United States,four pinocchios,President Trump has repeatedly touted the anti-malarial medications hydroxychloroquine and chloroquine as the much-needed solution to covid-19,"Trump’s incorrect comments on the drugs and his role in advocating for their use, based on minimal and flimsy evidence, sets a bad example. His advocacy for this unproven treatment provides potentially false hope and has led to shortages for people who rely on the drugs.",news conference,https://www.washingtonpost.com/politics/2020/04/13/how-false-hope-spread-about-hydroxychloroquine-its-consequences/
AFP,2020/04/05 ,United States,false,"Social media posts shared tens of thousands of times claim White House adviser Dr. Anthony Fauci stands alone in insisting hydroxychloroquine’s effectiveness against COVID-19 is unproven, while Italy, France, Spain and Brazil say it “works.”",This is false; health authorities in these countries say data on this treatment is “preliminary” and “not yet conclusive.”,Twitter,https://factcheck.afp.com/fauci-not-alone-saying-hydroxychloroquine-unproven-against-covid-19
CheckNews,2020/04/05 ,France,false,A decree that allows euthanasia in dependant senior homes has been passed in France.,The decree approves the use of a sedative outside hospitals but euthanasia is still forbidden by law.,Twitter,https://www.liberation.fr/checknews/2020/04/05/non-un-decret-ne-facilite-pas-l-euthanasie-dans-les-ehpad-ou-a-domicile_1784236
Factly,2020/04/05 ,India,false,Recent photos of deer and peacocks on Ooty-Coimbatore road.,"A photo of group of deers sitting on the middle of the road has been on the internet atleast since 2014 and the photo was taken in Japan.  Photo of peacocks on the road is an old one, it was taken in 'Chat Bir Zoo' (Chandigarh).",Social Media,https://factly.in/telugu-old-and-unrelated-photos-falsely-shared-as-ooty-coimbatore-roads-have-been-claimed-by-its-original-owners/
Newtral.es,2020/04/05 ,Spain,false,Ministry of Health blocked the respirators that Seat was producing in Spain.,Union sources in Seat explain that the Health Ministry requested some final tests to avoid interference of these products with other ICU devices before their mass production.,"Instagram, Twitter",https://www.newtral.es/sanidad-no-ha-tumbado-los-respiradores-que-seat-esta-fabricando-en-cataluna/20200404/
Factly,2020/04/05 ,India,false,Photo of a family which committed suicide due to hunger during the lockdown.,"It is an old photo. The photo doesn't have any relation to the current lockdown. According to 'Nagpur Today' article, the incident took place in 2018.",Social Media,https://factly.in/telugu-photo-from-2018-falsely-shared-as-family-committed-suicide-out-of-hunger-during-the-lockdown/
Maldita.es,2020/04/05 ,Spain,false,Heineken is giving four kegs of beer for free to encourage people to stay at home.,It is a hoax. Heineken denies the claim and it is not on the company's official page.,WhatsApp,https://maldita.es/malditobulo/2020/04/05/heineken-sorteando-4-barriles-cerveza-para-que-te-quedes-en-casa/
Newtral.es,2020/04/05 ,Spain,false,A message claims you need to sterilize products with a hair dryer,Several supermarkets deny having sent this message.,"Facebook, Twitter",https://www.newtral.es/el-falso-mensaje-sobre-supermercados-y-esterilizacion-de-productos-con-el-secador-de-pelo/20200404/
Colombiacheck,2020/04/05 ,Colombia,false,"On WhatsApp, Facebook and Twitter, a text is presented as a translation into Spanish of an editorial in The Washington Post by Desmond Brown, which states, “Either wild capitalism dies, or human civilization dies.”","As we could verify, neither this text nor any similar text has been published by The Washington Post.","Facebook, Twitter, WhatsApp",https://colombiacheck.com/chequeos/el-falso-editorial-del-washington-post-sobre-capitalismo-salvaje
Maldita.es,2020/04/05 ,Spain,false,A video of a deer in the sea recorded during the state of alarm decree in Spain.,"The deer images were already uploaded to YouTube in 2015, so it is not true that they were recorded in Matalascañas, Spain, during the state of alarm.","Facebook, WhatsApp",https://maldita.es/malditobulo/2020/04/05/ciervo-matalascanas-corre-playa-coronavirus/
India Today,2020/04/05 ,India,false,This is the video of Congress leaders Rahul and Priyanka Gandhi breaking coronavirus lockdown by stepping out.,The viral video is four months old and has no connection to the coronavirus.,Twitter,https://www.indiatoday.in/fact-check/story/fact-check-rahul-and-priyanka-gandhi-s-old-video-shared-with-coronavirus-twist-1663502-2020-04-05
Estadão Verifica,2020/04/05 ,Brazil,false,A building from an industry federation displayed China’s flag on its front.,The photo is older than the coronavirus crisis.,Facebook,https://politica.estadao.com.br/blogs/estadao-verifica/imagem-de-predio-da-fiesp-com-bandeira-da-china-e-usada-fora-de-contexto/
Maldita.es,2020/04/05 ,"Spain, United States",false,A screen capture of the cover of The New York Times accompanied by a text in which it is assured that the newspaper would have branded the Government of Spain as “communist”.,"There is no evidence that this is true. The New York Times denied it, and we have not found any of its content in which that reference is made.",Facebook,https://maldita.es/malditobulo/2020/04/05/bulo-new-york-times-gobierno-comunista/
BOOM FactCheck,2020/04/05 ,India,false,News about COVID-19 can only be shared after seeking the government’s permission.,The Indian government had reached out to the Supreme Court that had turned down the government's appeal stating that media and news houses should be more focused and spread verified news about the virus.,Many social media platforms,https://www.boomlive.in/fake-news/disaster-management-act-does-not-restrict-citizen-updates-on-c-7549
Maldita.es,2020/04/05 ,"Spain, United States",false,Images of an alleged fire at New York’s Lebanon Hospital.,"The video is of a fire that razed the top floor of a Bronx, New York, apartment building on March 31.","Facebook, WhatsApp",https://maldita.es/malditobulo/2020/04/05/hospital-lebanon-nueva-york-bronx-arde-fuego-incendio/
India Today,2020/04/05 ,India,mostly false,"Dr. Charles Lieber, a Harvard professor, was arrested for creating coronavirus and selling it to China.",Dr Charles Lieber was arrested by U.S. authorities for concealing Chinese funding. This arrest has no connection to the coronavirus.,Facebook,https://www.indiatoday.in/fact-check/story/truth-coronavirus-conspiracy-theory-behind-arrest-harvard-professor-1663659-2020-04-05
Maldita.es,2020/04/05 ,Spain,false,"A statement by Salvador Illa, Minister of Health of Spain, where he affirms that the WHO changed the position on the use of masks.","The World Health Organization (WHO) has not changed its position, at least publicly, on whether the population must wear a mask to go outside or be on roads and public spaces.",Goverment,https://maldita.es/malditodato/2020/04/07/falso-oms-cambio-posicion-sobre-uso-mascarillas-salvador-illa-ministro-sanidad/
India Today,2020/04/05 ,India,mostly false,Brazilians observed Indian Prime Minister Narendra Modi’s “lights out” call.,The viral video was available on the internet even days before PM Modi's April 3 speech. The viral claim is misleading.,Facebook,https://www.indiatoday.in/fact-check/story/did-brazilians-observe-pm-modi-lights-out-call-1663624-2020-04-05
Taiwan FactCheck Center,2020/04/05 ,Taiwan,false,"Some countries dispose of infected bodies by throwing them into the ocean, so do not eat seafood and fish anymore.",The video was about a refugee shipwreck accident in August 2014 in Libya.,Facebook,https://tfc-taiwan.org.tw/articles/3560
La Voz de Guanacaste,2020/04/05 ,Costa Rica,false,The principal access to the Guanacaste Province was closed for COVID-19 and Holy Week.,MOPT carries operations on Guanacaste roads but denies total closure of Tempisque Bridge.,Facebook,https://vozdeguanacaste.com/transito-realiza-operativos-en-vias-de-guanacaste-pero-desmiente-sobre-cierre-totales/
